celular;data_nascimento;idade;sexo;cidade_residencial;bairro_residencial;cidade_trabalho;bairro_trabalho;cidade_escola;bairro_escola;categoria_frequentada
(11) 99005-9037;13/12/1977;47;Feminino;São Paulo;Penha;São Paulo;Limão;São Paulo;Tatuapé;Postos de Combustível e Serviços Automotivos
(11) 92217-1794;09/02/1942;83;Masculino;São Paulo;Perdizes;São Paulo;Santana;São Paulo;Bela Vista;Fisioterapia e Terapias Complementares
(11) 98916-8993;02/02/2002;23;Masculino;São Paulo;Pinheiros;São Paulo;República;;;Cinema e Streaming Experience Stores
(11) 98054-3937;01/03/1980;45;Masculino;da Conceição do Norte;Ipiranga;São Paulo;Higienópolis;São Paulo;Sé;Farmácias e Drogarias
(11) 97652-8520;08/09/1999;25;Outro;São Paulo;Casa Verde;São Paulo;Tatuapé;;;Lanchonetes e Fast-Food
(11) 97213-7179;18/12/2004;20;Outro;São Paulo;Perdizes;São Paulo;Sé;;;Academias e Studios Fitness
(11) 92562-9653;18/05/1996;29;Masculino;São Paulo;Lapa;São Paulo;Bela Vista;;;Cinema e Streaming Experience Stores
(11) 91539-3938;02/03/1951;74;Feminino;São Paulo;Tucuruvi;São Paulo;Limão;;;Igrejas e Lojas de Artigos Religiosos
(11) 94939-7375;14/04/1943;82;Outro;São Paulo;Itaquera;São Paulo;Santana;;;Calçados Confortáveis e Ortopédicos
(11) 98161-4803;21/04/1989;36;Masculino;São Paulo;Butantã;;;;;Clínicas de Saúde e Bem-estar
(11) 95478-8381;23/08/1998;26;Feminino;São Paulo;Pinheiros;;;;;Espaços Culturais e de Experiência Interativa
(11) 92404-5839;23/09/1978;46;Masculino;São Paulo;República;São Paulo;Consolação;;;Clínicas de Saúde e Bem-estar
(11) 92499-1085;03/04/1936;89;Feminino;São Paulo;Limão;São Paulo;Sé;;;Produtos Naturais e Fitoterápicos
(11) 92692-1430;07/05/1999;26;Masculino;São Paulo;República;São Paulo;Limão;São Paulo;Bela Vista;Lojas de Moda Urbana e Alternativa
(31) 99537-3778;11/06/1998;27;Outro;São Paulo;Higienópolis;São Paulo;Consolação;São Paulo;Sé;Cinema e Streaming Experience Stores
(11) 92260-6916;29/10/1985;39;Feminino;Moura;Perdizes;São Paulo;Limão;São Paulo;Sé;Clínicas de Saúde e Bem-estar
(11) 97224-6399;16/05/1938;87;Feminino;São Paulo;Perdizes;;;São Paulo;Consolação;Clubes e Centros de Convivência
(11) 97524-6228;28/05/1983;42;Feminino;São Paulo;Perdizes;São Paulo;Consolação;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 97437-6980;14/11/1991;33;Masculino;Barros de Minas;Tucuruvi;São Paulo;Higienópolis;São Paulo;Tucuruvi;Lojas de Roupas e Calçados
(11) 92133-7703;07/01/1942;83;Outro;São Paulo;Perdizes;São Paulo;Consolação;;;Restaurantes com comida caseira
(11) 98851-7566;06/08/1968;57;Outro;São Paulo;Santo Amaro;São Paulo;Casa Verde;;;Postos de Combustível e Serviços Automotivos
(11) 92392-2791;11/08/2002;22;Masculino;São Paulo;Penha;São Paulo;Limão;;;Academias e Studios Fitness
(61) 92735-1172;12/10/1991;33;Masculino;São Paulo;Ipiranga;;;;;Papelarias, Livrarias e Lojas de Escritório
(11) 97129-7408;11/01/1981;44;Feminino;São Paulo;Lapa;;;São Paulo;Perdizes;Farmácias e Drogarias
(11) 92406-2901;17/06/1966;59;Outro;São Paulo;Tatuapé;São Paulo;Limão;;;Farmácias e Drogarias
(11) 98412-6225;03/08/1958;67;Masculino;São Paulo;Sé;São Paulo;Bela Vista;;;Clínicas Médicas e Laboratórios
(31) 99454-3858;07/11/1950;74;Outro;São Paulo;Pinheiros;São Paulo;Sé;;;Clínicas Médicas e Laboratórios
(11) 98080-7481;04/02/1988;37;Masculino;São Paulo;Tucuruvi;São Paulo;Bela Vista;;;Bancos, Agências e Correspondentes
(11) 92025-2667;15/08/1979;45;Outro;São Paulo;Itaquera;São Paulo;Sé;;;Clínicas de Saúde e Bem-estar
(11) 97431-2871;26/11/1952;72;Feminino;São Paulo;Jabaquara;;;;;Igrejas e Lojas de Artigos Religiosos
(71) 92388-3194;13/01/1963;62;Feminino;São Paulo;Tatuapé;São Paulo;Consolação;;;Restaurantes com comida caseira
(11) 97286-7931;13/07/1989;36;Masculino;São Paulo;Pinheiros;;;;;Restaurantes e Gastronomia
(11) 99022-5732;05/08/1934;91;Masculino;São Paulo;Jabaquara;;;;;Farmácias e Drogarias
(11) 94196-7290;06/02/1955;70;Outro;São Paulo;Campo Limpo;São Paulo;Sé;;;Supermercados de Bairro e Mercadinhos
(11) 94613-5785;17/03/2000;25;Masculino;São Paulo;Pinheiros;São Paulo;Limão;;;Cafeterias e Bistrôs Modernos
(11) 95389-9898;17/04/1944;81;Feminino;São Paulo;Consolação;;;;;Bancos e Casas Lotéricas
(21) 95055-5877;19/02/1957;68;Masculino;São Paulo;Penha;;;São Paulo;Tatuapé;Bancos e Casas Lotéricas
(11) 96744-8015;27/11/1964;60;Masculino;São Paulo;Tucuruvi;;;;;Fisioterapia e Terapias Complementares
(11) 95605-9827;09/06/1999;26;Masculino;São Paulo;Tatuapé;São Paulo;Higienópolis;;;Cafeterias e Bistrôs Modernos
(11) 97743-1971;27/12/1966;58;Feminino;São Paulo;Higienópolis;;;São Paulo;República;Bancos, Agências e Correspondentes
(11) 97434-9019;14/01/1987;38;Masculino;São Paulo;Limão;;;;;Farmácias e Drogarias
(11) 92525-7600;05/11/1954;70;Outro;São Paulo;Penha;São Paulo;Higienópolis;São Paulo;Santana;Clubes e Centros de Convivência
(11) 96869-2037;28/07/1993;32;Outro;São Paulo;Santo Amaro;;;;;Clínicas de Saúde e Bem-estar
(11) 96533-9967;28/09/1970;54;Outro;São Paulo;Campo Limpo;;;;;Supermercados e Mercados Express
(11) 98529-1266;30/11/1963;61;Masculino;Nascimento de Goiás;Santana;São Paulo;Sé;São Paulo;Tucuruvi;Igrejas e Lojas de Artigos Religiosos
(11) 95489-2529;10/03/2008;17;Outro;São Paulo;República;São Paulo;Jabaquara;São Paulo;Tucuruvi;Barbearias/Salões com estética jovem
(11) 92559-1017;23/04/1990;35;Masculino;São Paulo;Higienópolis;São Paulo;Sé;São Paulo;Santana;Lojas de Móveis e Decoração
(11) 98826-2160;03/09/1953;71;Masculino;São Paulo;Sé;São Paulo;República;São Paulo;Tucuruvi;Clínicas Médicas e Laboratórios
(11) 91138-3688;28/04/1949;76;Feminino;São Paulo;Tucuruvi;;;São Paulo;Sé;Bancos e Casas Lotéricas
(11) 92646-3293;19/06/1944;81;Masculino;São Paulo;Vila Prudente;São Paulo;Consolação;São Paulo;Tucuruvi;Produtos Naturais e Fitoterápicos
(11) 95668-1439;27/04/1947;78;Outro;São Paulo;Tucuruvi;São Paulo;Sé;São Paulo;Consolação;Clubes e Centros de Convivência
(11) 94949-9185;01/05/1954;71;Outro;São Paulo;Ipiranga;;;São Paulo;República;Clínicas Médicas e Laboratórios
(11) 97895-6986;12/09/1995;29;Outro;São Paulo;Campo Limpo;;;;;Lanchonetes e Fast-Food
(11) 91225-5295;12/07/1943;82;Masculino;São Paulo;Consolação;;;;;Igrejas e Lojas de Artigos Religiosos
(11) 99209-7806;24/08/1936;88;Feminino;São Paulo;República;;;;;Clínicas Médicas e Laboratórios
(11) 96077-2294;28/04/1982;43;Outro;Ramos;Higienópolis;São Paulo;Bela Vista;;;Lojas de Móveis e Decoração
(11) 94909-1948;06/11/1939;85;Masculino;São Paulo;Santo Amaro;São Paulo;Santana;;;Clínicas Médicas e Laboratórios
(11) 93248-1185;12/11/1995;29;Masculino;São Paulo;Penha;São Paulo;Casa Verde;São Paulo;República;Cafeterias e Bistrôs Modernos
(11) 91480-6488;24/09/1938;86;Feminino;São Paulo;República;São Paulo;Pinheiros;;;Produtos Naturais e Fitoterápicos
(11) 99185-3734;14/08/1955;69;Feminino;São Paulo;Sé;;;;;Supermercados de Bairro e Mercadinhos
(11) 99336-1042;08/08/1958;67;Masculino;São Paulo;Bela Vista;São Paulo;Sé;;;Clínicas Médicas e Laboratórios
(21) 97870-4678;14/04/1954;71;Feminino;São Paulo;Itaquera;São Paulo;República;São Paulo;Santana;Clínicas Médicas e Laboratórios
(11) 99450-1752;08/01/1952;73;Feminino;São Paulo;Jabaquara;;;;;Igrejas e Lojas de Artigos Religiosos
(11) 98483-1130;23/03/1965;60;Feminino;São Paulo;Lapa;;;;;Bancos e Casas Lotéricas
(11) 99083-4201;03/08/1972;53;Outro;Rezende do Sul;Casa Verde;São Paulo;Santo Amaro;São Paulo;Bela Vista;Clínicas de Saúde e Bem-estar
(11) 97164-6038;01/07/1957;68;Masculino;São Paulo;Casa Verde;São Paulo;Lapa;;;Supermercados de Bairro e Mercadinhos
(11) 94792-9515;07/06/1998;27;Feminino;São Paulo;Penha;São Paulo;Santana;;;Barbearias/Salões com estética jovem
(11) 92020-8126;09/05/1985;40;Outro;da Cruz de Fernandes;Casa Verde;São Paulo;Vila Prudente;;;Clínicas de Saúde e Bem-estar
(11) 95455-4827;11/03/1995;30;Masculino;Alves da Prata;Higienópolis;;;;;Lojas de Roupas e Sneakers
(11) 98365-8635;24/03/1953;72;Feminino;São Paulo;Pinheiros;São Paulo;Limão;;;Igrejas e Lojas de Artigos Religiosos
(11) 92481-3582;27/07/2001;24;Outro;São Paulo;Butantã;São Paulo;Penha;São Paulo;Casa Verde;Barbearias/Salões com estética jovem
(11) 95896-5262;03/07/1971;54;Masculino;São Paulo;Vila Prudente;;;;;Postos de Combustível e Serviços Automotivos
(11) 98570-2669;04/11/1970;54;Masculino;São Paulo;Consolação;;;;;Restaurantes e Gastronomia
(11) 97563-7098;02/12/1935;89;Outro;São Paulo;Perdizes;São Paulo;Bela Vista;São Paulo;Sé;Clínicas Médicas e Laboratórios
(11) 96432-3007;30/01/1953;72;Masculino;Santos;Consolação;São Paulo;Sé;;;Restaurantes com comida caseira
(11) 93831-6799;17/01/1962;63;Masculino;da Cunha das Pedras;Limão;São Paulo;Tatuapé;;;Fisioterapia e Terapias Complementares
(11) 95835-9173;28/09/1934;90;Feminino;São Paulo;Campo Limpo;São Paulo;Consolação;;;Produtos Naturais e Fitoterápicos
(11) 99907-1319;09/09/2007;17;Feminino;São Paulo;Penha;São Paulo;Casa Verde;;;Lojas de Moda Urbana e Alternativa
(11) 95430-3946;27/05/1936;89;Masculino;São Paulo;Casa Verde;São Paulo;Penha;São Paulo;Butantã;Fisioterapia e Terapias Complementares
(31) 92640-5060;30/10/1959;65;Outro;São Paulo;Pinheiros;;;;;Farmácias e Drogarias
(11) 94594-7363;16/04/2000;25;Feminino;Rocha;Santana;São Paulo;República;;;Lanchonetes e Fast-Food
(11) 96761-3328;01/08/2001;23;Outro;Lima de Azevedo;Campo Limpo;São Paulo;Bela Vista;São Paulo;Consolação;Lanchonetes e Fast-Food
(11) 91011-6435;22/09/2006;18;Outro;São Paulo;Higienópolis;São Paulo;República;São Paulo;Consolação;Cafeterias e Bistrôs Modernos
(11) 96978-2188;17/02/1988;37;Feminino;São Paulo;Vila Prudente;São Paulo;República;São Paulo;Sé;Lojas de Roupas e Calçados
(11) 93854-6846;14/09/1965;59;Masculino;São Paulo;Santana;São Paulo;Casa Verde;São Paulo;Limão;Papelarias, Livrarias e Lojas de Escritório
(11) 96213-4619;16/01/1987;38;Outro;São Paulo;Campo Limpo;São Paulo;Tucuruvi;;;Clínicas de Saúde e Bem-estar
(11) 92453-6500;26/03/1964;61;Feminino;São Paulo;Tucuruvi;São Paulo;República;;;Farmácias e Drogarias
(11) 98179-7875;25/12/1988;36;Masculino;São Paulo;Campo Limpo;;;;;Lojas de Móveis e Decoração
(11) 98855-4695;05/07/1963;62;Masculino;São Paulo;Consolação;São Paulo;Bela Vista;São Paulo;Sé;Clínicas Médicas e Laboratórios
(11) 99962-2525;03/02/2009;16;Feminino;São Paulo;Butantã;;;;;Barbearias/Salões com estética jovem
(31) 98113-3573;30/11/2000;24;Masculino;São Paulo;Tucuruvi;;;;;Lojas de Moda Urbana e Alternativa
(11) 99849-5346;14/01/2005;20;Outro;São Paulo;Casa Verde;São Paulo;Higienópolis;;;Lojas de Roupas e Sneakers
(11) 91062-8005;13/01/2003;22;Masculino;São Paulo;Perdizes;;;São Paulo;Consolação;Cinema e Streaming Experience Stores
(61) 92892-6052;26/08/2002;22;Feminino;São Paulo;Limão;São Paulo;Consolação;;;Barbearias/Salões com estética jovem
(11) 98303-1731;16/03/2007;18;Feminino;São Paulo;Limão;São Paulo;Bela Vista;São Paulo;Santana;Cafeterias e Bistrôs Modernos
(11) 99871-7782;13/05/1957;68;Outro;São Paulo;Consolação;;;;;Restaurantes com comida caseira
(61) 94860-8803;23/03/1954;71;Feminino;São Paulo;Consolação;São Paulo;Jabaquara;São Paulo;Tucuruvi;Clínicas Médicas e Laboratórios
(31) 93067-1699;31/05/1970;55;Feminino;São Paulo;Santo Amaro;São Paulo;Itaquera;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 92097-2425;29/07/1987;38;Feminino;São Paulo;Pinheiros;São Paulo;Sé;;;Supermercados e Mercados Express
(11) 99561-7874;04/03/1962;63;Masculino;São Paulo;Higienópolis;São Paulo;Bela Vista;;;Fisioterapia e Terapias Complementares
(11) 95687-9775;13/04/2004;21;Feminino;São Paulo;Limão;São Paulo;Higienópolis;;;Lojas de Roupas e Sneakers
(11) 93356-7581;07/07/1944;81;Masculino;São Paulo;Itaquera;;;São Paulo;República;Calçados Confortáveis e Ortopédicos
(11) 95965-6094;22/12/1974;50;Feminino;São Paulo;Sé;;;São Paulo;Sé;Clínicas de Saúde e Bem-estar
(11) 97828-2462;23/04/1997;28;Masculino;São Paulo;Santo Amaro;;;;;Academias e Studios Fitness
(11) 99442-3604;25/04/2006;19;Masculino;São Paulo;Ipiranga;São Paulo;Santana;São Paulo;Itaquera;Lanchonetes e Fast-Food
(11) 98478-1828;27/07/2002;23;Feminino;São Paulo;Limão;São Paulo;Sé;;;Cafeterias e Bistrôs Modernos
(11) 94963-7102;14/09/1986;38;Feminino;São Paulo;Santana;;;;;Postos de Combustível e Serviços Automotivos
(11) 93679-5237;31/12/1974;50;Outro;São Paulo;República;São Paulo;Consolação;;;Bancos, Agências e Correspondentes
(11) 94688-4387;16/06/1947;78;Feminino;São Paulo;Ipiranga;São Paulo;Santana;;;Clínicas Médicas e Laboratórios
(11) 91138-4666;21/11/1996;28;Feminino;São Paulo;Tatuapé;;;;;Cinema e Streaming Experience Stores
(11) 97168-6713;03/11/1972;52;Feminino;São Paulo;Jabaquara;São Paulo;Higienópolis;;;Farmácias e Drogarias
(11) 97131-5631;02/04/1996;29;Feminino;São Paulo;Campo Limpo;São Paulo;Butantã;;;Cinema e Streaming Experience Stores
(11) 95895-4086;26/04/1961;64;Masculino;São Paulo;Casa Verde;;;;;Fisioterapia e Terapias Complementares
(11) 96236-3292;17/04/1954;71;Outro;São Paulo;Campo Limpo;;;São Paulo;Sé;Farmácias e Drogarias
(11) 94111-6622;24/05/1977;48;Outro;São Paulo;Pinheiros;;;;;Clínicas de Saúde e Bem-estar
(11) 93785-3967;05/03/1998;27;Feminino;São Paulo;Higienópolis;;;;;Lojas de Moda Urbana e Alternativa
(11) 93999-6499;23/02/1970;55;Outro;São Paulo;Penha;São Paulo;Vila Prudente;;;Clínicas de Saúde e Bem-estar
(11) 95817-8598;09/09/1941;83;Masculino;São Paulo;Perdizes;São Paulo;Santo Amaro;;;Bancos e Casas Lotéricas
(11) 97253-9680;20/11/1987;37;Feminino;São Paulo;Higienópolis;São Paulo;Sé;;;Lojas de Roupas e Calçados
(11) 93954-2324;02/04/1972;53;Feminino;São Paulo;Santana;São Paulo;Sé;São Paulo;Tucuruvi;Papelarias, Livrarias e Lojas de Escritório
(11) 99021-2442;16/05/1962;63;Masculino;São Paulo;Perdizes;São Paulo;Sé;;;Farmácias e Drogarias
(11) 97112-1230;12/02/1980;45;Feminino;São Paulo;Ipiranga;São Paulo;Tucuruvi;São Paulo;Penha;Restaurantes e Gastronomia
(11) 99246-6015;02/06/2005;20;Masculino;São Paulo;Consolação;São Paulo;Higienópolis;;;Academias e Studios Fitness
(11) 93192-6615;29/04/1967;58;Feminino;São Paulo;Tucuruvi;São Paulo;Ipiranga;São Paulo;Consolação;Bancos, Agências e Correspondentes
(11) 99267-3768;05/10/1947;77;Masculino;São Paulo;Perdizes;;;;;Igrejas e Lojas de Artigos Religiosos
(11) 91796-1785;13/10/1966;58;Outro;São Paulo;Bela Vista;São Paulo;Sé;;;Postos de Combustível e Serviços Automotivos
(11) 93508-4366;09/10/2001;23;Outro;São Paulo;Bela Vista;São Paulo;Casa Verde;;;Lojas de Roupas e Sneakers
(11) 92718-9381;16/07/1946;79;Outro;São Paulo;Tatuapé;São Paulo;Consolação;;;Igrejas e Lojas de Artigos Religiosos
(11) 94304-6864;12/10/1941;83;Outro;São Paulo;Santana;São Paulo;Consolação;;;Clubes e Centros de Convivência
(11) 91044-1208;29/03/1957;68;Outro;São Paulo;Sé;;;;;Clínicas Médicas e Laboratórios
(71) 92229-2659;24/09/1995;29;Feminino;São Paulo;Jabaquara;;;São Paulo;Bela Vista;Lojas de Roupas e Sneakers
(11) 95760-6901;20/07/1996;29;Outro;São Paulo;Sé;São Paulo;Santana;São Paulo;Consolação;Academias e Studios Fitness
(11) 98171-5395;10/09/1938;86;Outro;São Paulo;Itaquera;São Paulo;Sé;São Paulo;Sé;Restaurantes com comida caseira
(11) 93732-2852;18/02/2008;17;Masculino;São Paulo;Consolação;;;;;Cafeterias e Bistrôs Modernos
(11) 98908-8178;10/04/1962;63;Masculino;São Paulo;Penha;;;;;Clínicas Médicas e Laboratórios
(11) 98997-2850;20/06/1950;75;Feminino;São Paulo;República;São Paulo;Higienópolis;;;Fisioterapia e Terapias Complementares
(11) 94669-6542;02/02/1982;43;Outro;São Paulo;Butantã;São Paulo;Tucuruvi;;;Lojas de Móveis e Decoração
(11) 91894-1190;22/06/2008;17;Outro;Nascimento;Ipiranga;;;;;Lojas de Roupas e Sneakers
(11) 99055-6253;23/04/1961;64;Masculino;São Paulo;Limão;São Paulo;Sé;;;Bancos e Casas Lotéricas
(11) 98277-8341;18/07/1998;27;Masculino;São Paulo;Jabaquara;São Paulo;Pinheiros;São Paulo;Higienópolis;Lojas de Moda Urbana e Alternativa
(11) 92489-5990;09/10/1973;51;Outro;São Paulo;Perdizes;;;;;Clínicas de Saúde e Bem-estar
(11) 94652-8445;02/01/1978;47;Feminino;São Paulo;Butantã;São Paulo;Casa Verde;;;Farmácias e Drogarias
(11) 94633-1035;10/02/1973;52;Feminino;São Paulo;Perdizes;;;São Paulo;Bela Vista;Supermercados e Mercados Express
(11) 99067-3301;02/06/1957;68;Outro;São Paulo;Santo Amaro;São Paulo;Tucuruvi;São Paulo;Itaquera;Clubes e Centros de Convivência
(11) 94122-6536;31/12/1934;90;Masculino;São Paulo;Consolação;;;;;Fisioterapia e Terapias Complementares
(11) 98381-8493;22/12/2007;17;Outro;São Paulo;Ipiranga;São Paulo;Higienópolis;;;Lojas de Moda Urbana e Alternativa
(71) 98912-9328;12/12/2000;24;Masculino;São Paulo;Santana;;;São Paulo;Higienópolis;Espaços Culturais e de Experiência Interativa
(11) 99259-7302;09/08/1985;39;Feminino;Rodrigues de Ramos;Casa Verde;São Paulo;Butantã;;;Restaurantes e Gastronomia
(11) 99393-5897;22/01/1990;35;Outro;São Paulo;Itaquera;;;;;Bancos, Agências e Correspondentes
(11) 95760-6657;03/12/2006;18;Outro;São Paulo;Perdizes;;;São Paulo;República;Cafeterias e Bistrôs Modernos
(11) 98870-7839;05/09/2007;17;Outro;São Paulo;Pinheiros;São Paulo;Tatuapé;;;Lanchonetes e Fast-Food
(11) 91869-1927;12/09/1958;66;Masculino;São Paulo;Santana;;;;;Clínicas Médicas e Laboratórios
(11) 95835-4342;14/09/2000;24;Outro;São Paulo;Jabaquara;São Paulo;Itaquera;;;Lojas de Moda Urbana e Alternativa
(11) 99370-5712;25/02/1971;54;Outro;São Paulo;Vila Prudente;São Paulo;Butantã;;;Supermercados e Mercados Express
(11) 95117-4327;21/12/1971;53;Outro;São Paulo;Jabaquara;;;;;Clínicas de Saúde e Bem-estar
(11) 99955-4218;12/03/1989;36;Outro;Martins;Tatuapé;São Paulo;Pinheiros;São Paulo;Higienópolis;Farmácias e Drogarias
(11) 98020-5572;18/09/1951;73;Outro;São Paulo;Santana;São Paulo;República;;;Clínicas Médicas e Laboratórios
(11) 96285-1833;02/09/2007;17;Outro;São Paulo;Tatuapé;São Paulo;República;São Paulo;Tucuruvi;Lojas de Roupas e Sneakers
(11) 99276-3611;25/11/1942;82;Feminino;São Paulo;Vila Prudente;São Paulo;Consolação;;;Calçados Confortáveis e Ortopédicos
(11) 94579-9691;19/06/1971;54;Feminino;Martins dos Dourados;Perdizes;São Paulo;Limão;São Paulo;Tucuruvi;Supermercados e Mercados Express
(11) 96258-7248;09/11/1936;88;Masculino;São Paulo;Pinheiros;;;São Paulo;República;Produtos Naturais e Fitoterápicos
(11) 98300-8975;04/01/1977;48;Masculino;São Paulo;Perdizes;São Paulo;Bela Vista;São Paulo;Pinheiros;Farmácias e Drogarias
(11) 94492-7950;29/03/1978;47;Masculino;São Paulo;Santo Amaro;;;;;Restaurantes e Gastronomia
(11) 96434-1620;01/06/1972;53;Masculino;São Paulo;Santana;;;;;Papelarias, Livrarias e Lojas de Escritório
(11) 95237-7678;14/04/1945;80;Feminino;São Paulo;Vila Prudente;São Paulo;Bela Vista;;;Fisioterapia e Terapias Complementares
(11) 91745-2189;03/11/1948;76;Feminino;Jesus;Sé;São Paulo;Santana;São Paulo;Ipiranga;Restaurantes com comida caseira
(11) 91504-8765;04/02/1999;26;Masculino;São Paulo;Higienópolis;;;;;Lojas de Moda Urbana e Alternativa
(11) 93360-5883;07/08/1994;30;Outro;São Paulo;Perdizes;São Paulo;Jabaquara;São Paulo;Higienópolis;Barbearias/Salões com estética jovem
(11) 92394-5992;31/05/1989;36;Masculino;São Paulo;Penha;São Paulo;Jabaquara;São Paulo;República;Bancos, Agências e Correspondentes
(11) 91891-9992;15/10/1980;44;Feminino;São Paulo;República;São Paulo;Bela Vista;São Paulo;República;Clínicas de Saúde e Bem-estar
(11) 94842-2639;12/01/1975;50;Feminino;São Paulo;Tucuruvi;São Paulo;Higienópolis;;;Papelarias, Livrarias e Lojas de Escritório
(11) 96971-6182;22/04/1993;32;Feminino;São Paulo;Itaquera;São Paulo;Sé;São Paulo;República;Lojas de Roupas e Calçados
(11) 96877-6004;24/09/1973;51;Feminino;São Paulo;Santana;;;São Paulo;Consolação;Postos de Combustível e Serviços Automotivos
(11) 92252-2235;29/11/1945;79;Masculino;São Paulo;Perdizes;São Paulo;Sé;;;Bancos e Casas Lotéricas
(71) 95269-9904;04/01/1955;70;Outro;São Paulo;Higienópolis;São Paulo;Higienópolis;;;Igrejas e Lojas de Artigos Religiosos
(11) 99210-9362;28/11/1994;30;Masculino;São Paulo;Ipiranga;São Paulo;Higienópolis;;;Lojas de Moda Urbana e Alternativa
(11) 93608-3935;15/06/1994;31;Outro;Cardoso de Monteiro;Higienópolis;;;;;Clínicas de Saúde e Bem-estar
(11) 98989-4796;16/04/1976;49;Masculino;São Paulo;Casa Verde;São Paulo;República;;;Lojas de Roupas e Calçados
