numero_celular;data_captura;tipo_cupom;tipo_loja;local_captura;latitude;longitude;nome_loja;endereco_loja;valor_compra;valor_cupom
(11) 97793-8092;20/07/2025;Cashback;farmácia;Shopping Pátio Paulista;-23.570.797.698.503.200;-4.664.581.905.431.200;Smart Fit;Av. Paulista, 2006;394,9;19,75
(11) 98561-7195;13/07/2025;Produto;vestuário;Shopping Pátio Paulista;-23.570.324.811.918.400;-4.664.546.788.892.030;Riachuelo;Av. Paulista, 2277;369,33;9
(11) 93064-2288;13/07/2025;Desconto;móveis;Estação Consolação;-2.355.577.727.047.810;-46.661.582.801.785;Riachuelo;Av. Paulista, 2277;649,3;97,62
(11) 95489-2602;26/07/2025;Cashback;mercado express;Parque Trianon;-23.563.628.700.531.200;-4.665.717.647.141.660;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;676,01;33,8
(11) 97104-5547;06/07/2025;Cashback;farmácia;Shopping Cidade São Paulo;-2.356.299.287.078.560;-4.665.236.365.779.570;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;816,87;40,84
(11) 98599-5569;06/07/2025;Cashback;móveis;Shopping Cidade São Paulo;-2.356.322.230.436.090;-4.665.197.336.694.440;Ponto Frio;Rua da Consolação, 2303;937,8;46,89
(11) 95271-9532;20/07/2025;Cashback;esportivo;MASP;-23.561.166.375.095.300;-466.556.369.471.092;Smart Fit;Av. Paulista, 2006;676,82;33,84
(11) 95987-6624;20/07/2025;Produto;mercado express;MASP;-23.561.022.356.357.800;-4.665.587.469.884.750;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;865,34;8,93
(11) 95275-4873;19/07/2025;Desconto;mercado express;Semáforo;-23.561.795.414.108.600;-4.665.409.308.002.690;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;337,49;90,57
(11) 92580-3377;06/07/2025;Produto;mercado express;Shopping Pátio Paulista;-23.570.451.750.094.200;-46.645.690.042.916.300;Riachuelo;Av. Paulista, 2277;327,62;11,2
(11) 97983-1175;26/07/2025;Cashback;mercado express;Calçada aleatória;-23.563.970.901.210.500;-4.664.982.145.289.230;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;563,41;28,17
(11) 94113-8325;12/07/2025;Produto;esportivo;Parque Trianon;-2.356.425.746.620.490;-4.665.637.128.381.720;Smart Fit;Av. Paulista, 2006;686,8;35,34
(11) 99784-3036;28/07/2025;Produto;móveis;Calçada aleatória;-2.356.430.180.521.440;-46.650.364.256.583.800;Pão de Açúcar;Rua Pamplona, 1704;197,63;6,75
(11) 91077-2159;13/07/2025;Cashback;vestuário;Semáforo;-2.356.165.256.673.790;-46.653.762.501.191.800;Lojas Americanas;Av. Paulista, 2300;995,54;49,78
(11) 99229-6934;27/07/2025;Produto;outros;Parque Trianon;-23.563.824.764.054.800;-4.665.681.049.634.720;Subway;Av. Paulista, 2026;683,31;24,79
(11) 91761-1798;20/07/2025;Desconto;mercado express;Calçada aleatória;-23.564.003.674.031.800;-4.665.026.917.631.140;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;968,21;151,88
(11) 92726-5145;16/07/2025;Desconto;restaurante;Calçada aleatória;-2.356.397.725.863.250;-46.650.203.148.513.400;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;543,09;165,8
(11) 99750-8841;20/07/2025;Cashback;vestuário;Parque Trianon;-23.563.719.464.079.900;-4.665.704.311.721.440;Drogaria São Paulo;Av. Paulista, 1230;690,79;34,54
(11) 96796-4972;27/07/2025;Cashback;mercado express;MASP;-2.356.166.164.915.900;-46.655.977.415.752.400;Smart Fit;Av. Paulista, 2006;190,36;9,52
(11) 99747-1905;06/07/2025;Desconto;restaurante;Semáforo;-23.561.876.120.563.700;-46.654.169.117.365.800;Ponto Frio;Rua da Consolação, 2303;396,66;122,97
(11) 92723-3451;06/07/2025;Desconto;outros;Calçada aleatória;-2.356.424.666.611.860;-4.664.992.689.383.650;Lojas Americanas;Av. Paulista, 2300;727,71;336,05
(11) 99566-3510;13/07/2025;Produto;eletrodoméstico;Calçada aleatória;-2.356.392.651.002.860;-4.665.015.208.295.260;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;169,38;7,64
(11) 98300-5602;12/07/2025;Produto;vestuário;MASP;-23.561.555.311.491.600;-46.655.811.385.018.700;Lojas Americanas;Av. Paulista, 2300;279,78;4,31
(11) 98119-6185;13/07/2025;Desconto;esportivo;Semáforo;-2.356.243.442.530.240;-46.654.422.239.132.300;Havaianas;Av. Paulista, 2439;234,26;62,88
(11) 92982-3208;26/07/2025;Produto;farmácia;Shopping Pátio Paulista;-23.570.764.533.266.300;-4.664.571.503.414.550;Lojas Americanas;Av. Paulista, 2300;312,93;10,88
(11) 92704-4249;05/07/2025;Desconto;vestuário;MASP;-2.356.132.072.773.030;-46.655.438.393.134.900;Riachuelo;Av. Paulista, 2277;286,96;46,1
(11) 92550-9156;30/07/2025;Cashback;restaurante;MASP;-2.356.115.670.211.300;-46.655.928.981.558.900;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;742,15;37,11
(11) 92853-1897;20/07/2025;Produto;esportivo;Semáforo;-23.562.005.704.862.300;-4.665.430.075.880.930;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;744,22;11,85
(11) 92018-3003;27/07/2025;Desconto;outros;MASP;-23.561.419.553.940.700;-46.655.967.597.591.600;Kalunga;Rua Augusta, 2220;161,04;33,8
(11) 96026-3917;20/07/2025;Desconto;farmácia;Calçada aleatória;-23.563.903.184.431.800;-4.665.024.816.928.300;Riachuelo;Av. Paulista, 2277;680,33;248,89
(11) 91702-9573;12/07/2025;Produto;restaurante;MASP;-23.561.258.196.045.700;-466.554.211.783.261;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;115,78;1,67
(11) 98750-5461;26/07/2025;Cashback;eletrodoméstico;Shopping Pátio Paulista;-23.570.581.628.044.500;-4.664.553.048.648.330;Kalunga;Rua Augusta, 2220;906,55;45,33
(11) 94574-3423;27/07/2025;Desconto;outros;Calçada aleatória;-23.563.792.956.802.400;-46.650.120.366.141.500;Drogaria São Paulo;Av. Paulista, 1230;107,33;22,03
(11) 93672-2649;30/07/2025;Desconto;restaurante;Calçada aleatória;-23.563.932.772.255.400;-4.664.999.622.227.970;Subway;Av. Paulista, 2026;516,6;137,9
(11) 92884-3246;31/07/2025;Cashback;farmácia;Semáforo;-23.561.970.697.170.400;-4.665.423.190.293.510;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;733,11;36,66
(11) 93107-4522;20/07/2025;Cashback;restaurante;Estação Consolação;-2.355.576.364.694.770;-4.666.146.860.051.260;Renner;Av. Paulista, 2230;819,42;40,97
(11) 95067-6017;13/07/2025;Produto;esportivo;Parque Trianon;-23.563.576.656.917.600;-4.665.671.121.875.210;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;778,95;27,31
(11) 94847-1144;26/07/2025;Cashback;eletrodoméstico;MASP;-23.560.768.045.262.700;-4.665.611.120.426.880;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;934,47;46,72
(11) 95407-6990;20/07/2025;Produto;esportivo;MASP;-2.356.115.230.380.890;-4.665.582.599.739.820;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;848,2;17,83
(11) 97273-2652;27/07/2025;Cashback;vestuário;Semáforo;-23.561.343.059.120.000;-4.665.424.248.948.560;Subway;Av. Paulista, 2026;984,25;49,21
(11) 99391-9611;26/07/2025;Cashback;outros;Shopping Cidade São Paulo;-23.563.408.916.552.600;-4.665.248.281.779.360;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;313,06;15,65
(11) 99591-7905;06/07/2025;Cashback;mercado express;Semáforo;-23.562.637.168.717.200;-46.654.157.726.506.500;Subway;Av. Paulista, 2026;414,38;20,72
(11) 94929-5846;05/07/2025;Cashback;eletrodoméstico;Semáforo;-23.562.227.739.798.400;-4.665.395.488.186.400;Lojas Americanas;Av. Paulista, 2300;950,03;47,5
(11) 94654-6359;05/07/2025;Desconto;farmácia;Semáforo;-23.561.897.473.207.200;-4.665.343.714.874.820;Riachuelo;Av. Paulista, 2277;550,5;216,91
(11) 91833-5387;26/07/2025;Cashback;farmácia;Calçada aleatória;-23.563.714.872.848.500;-46.650.173.071.096.600;Kalunga;Rua Augusta, 2220;497,85;24,89
(11) 95648-7908;05/07/2025;Desconto;mercado express;Parque Trianon;-23.564.281.524.401.400;-4.665.685.142.424.850;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;702,63;172,8
(11) 93013-8120;13/07/2025;Produto;eletrodoméstico;Parque Trianon;-2.356.440.806.996.210;-4.665.644.956.237.020;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;420,24;21,02
(11) 97637-3824;13/07/2025;Desconto;móveis;Calçada aleatória;-23.563.646.167.963.700;-4.665.014.075.269.560;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;395,4;112,09
(11) 99649-9801;13/07/2025;Produto;vestuário;Calçada aleatória;-23.564.513.940.358.700;-4.664.959.383.828.770;Ponto Frio;Rua da Consolação, 2303;341,25;3,83
(11) 91592-7134;20/07/2025;Cashback;esportivo;Shopping Pátio Paulista;-23.570.583.361.953.500;-4.664.527.965.510.640;Ponto Frio;Rua da Consolação, 2303;353,19;17,66
(11) 93003-1810;27/07/2025;Desconto;restaurante;Shopping Cidade São Paulo;-2.356.363.532.829.760;-4.665.248.281.250.680;Pão de Açúcar;Rua Pamplona, 1704;843,24;101,68
(11) 95518-4510;04/07/2025;Cashback;mercado express;Calçada aleatória;-23.563.998.426.890.000;-4.664.998.590.582.180;Drogaria São Paulo;Av. Paulista, 1230;712,89;35,64
(11) 99071-1570;19/07/2025;Produto;vestuário;Estação Consolação;-23.555.906.019.641.400;-46.661.431.145.020.200;Lojas Americanas;Av. Paulista, 2300;426,08;17,35
(11) 92194-9141;26/07/2025;Cashback;esportivo;Calçada aleatória;-23.564.320.286.128.800;-4.665.004.271.384.550;Renner;Av. Paulista, 2230;277,57;13,88
(11) 92291-9139;12/07/2025;Cashback;eletrodoméstico;MASP;-23.561.377.911.310.400;-46.655.726.668.349.700;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;366,85;18,34
(11) 95225-4042;19/07/2025;Desconto;farmácia;Semáforo;-23.561.786.515.536.500;-4.665.433.739.262.750;Havaianas;Av. Paulista, 2439;408,72;72,88
(11) 98399-4636;13/07/2025;Desconto;móveis;Parque Trianon;-23.564.472.234.251.200;-4.665.661.569.695.340;Subway;Av. Paulista, 2026;258,94;98,45
(11) 99176-3077;19/07/2025;Desconto;restaurante;Shopping Pátio Paulista;-23.570.449.305.796.400;-4.664.587.554.596.090;Ponto Frio;Rua da Consolação, 2303;282,82;137,54
(11) 91018-4941;24/07/2025;Desconto;esportivo;Calçada aleatória;-23.563.534.654.407.300;-4.664.996.529.760.970;Kalunga;Rua Augusta, 2220;841,55;97,72
(11) 92674-6861;19/07/2025;Cashback;esportivo;Shopping Pátio Paulista;-2.357.019.521.084.470;-4.664.563.074.445.550;Riachuelo;Av. Paulista, 2277;360,76;18,04
(11) 96296-7130;13/07/2025;Produto;vestuário;Parque Trianon;-23.563.393.775.622.500;-46.656.472.397.747.200;Kalunga;Rua Augusta, 2220;772,32;29,32
(11) 92592-4749;26/07/2025;Cashback;farmácia;Shopping Pátio Paulista;-2.357.062.368.924.450;-46.645.359.528.714.700;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;393,47;19,67
(21) 91157-3926;02/07/2025;Produto;vestuário;Calçada aleatória;-23.563.806.387.215.100;-4.664.958.941.053.270;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;409,47;24,35
(11) 96462-7431;12/07/2025;Desconto;outros;MASP;-23.561.703.477.038.100;-46.655.675.184.562;Kalunga;Rua Augusta, 2220;648,03;241,78
(11) 98547-2108;20/07/2025;Desconto;mercado express;Semáforo;-23.561.682.472.653.900;-4.665.452.762.184.590;Riachuelo;Av. Paulista, 2277;790,12;221,09
(11) 94766-3266;27/07/2025;Cashback;outros;Parque Trianon;-23.564.366.977.553.800;-46.657.610.769.653.300;Kalunga;Rua Augusta, 2220;186,63;9,33
(11) 95923-2094;27/07/2025;Produto;restaurante;Calçada aleatória;-23.564.080.822.050.300;-4.664.978.473.732.320;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;500,87;18,32
(11) 95998-1105;26/07/2025;Cashback;outros;Semáforo;-23.561.549.292.884.300;-4.665.397.777.156.580;Ponto Frio;Rua da Consolação, 2303;256,25;12,81
(11) 98361-7460;05/07/2025;Produto;móveis;Semáforo;-2.356.151.141.533.630;-46.654.414.030.437.400;Drogaria São Paulo;Av. Paulista, 1230;318,38;14,31
(61) 99424-9468;19/07/2025;Desconto;farmácia;Calçada aleatória;-23.564.511.014.731.800;-4.665.001.666.430.960;Kalunga;Rua Augusta, 2220;409,29;91,6
(11) 91022-9433;06/07/2025;Desconto;vestuário;Semáforo;-23.561.884.780.365.300;-4.665.400.980.842.440;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;200,93;72,53
(11) 96340-2411;05/07/2025;Cashback;mercado express;Parque Trianon;-23.564.632.232.630.000;-4.665.702.573.601.180;Ponto Frio;Rua da Consolação, 2303;358,61;17,93
(11) 94628-3790;12/07/2025;Desconto;eletrodoméstico;Shopping Cidade São Paulo;-2.356.354.834.085.010;-4.665.210.209.823.530;Renner;Av. Paulista, 2230;296,33;50,64
(11) 91548-9426;12/07/2025;Cashback;vestuário;MASP;-2.356.130.402.052.610;-466.561.629.639.359;Pão de Açúcar;Rua Pamplona, 1704;459,52;22,98
(11) 92898-9225;13/07/2025;Produto;restaurante;Semáforo;-23.562.154.160.075.200;-4.665.431.776.405.650;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;305,25;3,2
(11) 99107-2528;27/07/2025;Cashback;mercado express;Calçada aleatória;-23.564.018.803.729.100;-4.664.971.345.730.380;Renner;Av. Paulista, 2230;967,6;48,38
(11) 99671-6043;06/07/2025;Desconto;mercado express;Shopping Pátio Paulista;-23.570.844.717.813.900;-4.664.549.978.604.530;Ponto Frio;Rua da Consolação, 2303;835,27;255,24
(11) 93187-3938;27/07/2025;Produto;esportivo;Calçada aleatória;-23.564.159.077.285.500;-46.650.237.861.849.600;Kalunga;Rua Augusta, 2220;241,64;7,19
(11) 94304-4405;03/07/2025;Cashback;vestuário;Estação Consolação;-23.555.803.109.107.900;-4.666.192.857.269.670;Drogaria São Paulo;Av. Paulista, 1230;216,42;10,82
(11) 97915-8810;19/07/2025;Cashback;farmácia;Calçada aleatória;-23.564.166.094.791.600;-4.665.035.936.336.770;Smart Fit;Av. Paulista, 2006;685,05;34,25
(11) 93530-4547;12/07/2025;Cashback;outros;Calçada aleatória;-23.563.410.582.460.100;-4.664.998.942.093.440;Havaianas;Av. Paulista, 2439;521,22;26,06
(11) 97045-8309;27/07/2025;Cashback;outros;Parque Trianon;-235.642.219.176.524;-46.656.934.806.026.700;Subway;Av. Paulista, 2026;820,12;41,01
(11) 93891-2754;06/07/2025;Desconto;vestuário;Semáforo;-23.562.033.698.414.900;-4.665.406.629.087.980;Riachuelo;Av. Paulista, 2277;434,15;87,42
(11) 92622-4738;20/07/2025;Produto;mercado express;Estação Consolação;-2.355.558.674.998.990;-4.666.139.074.768.690;Kalunga;Rua Augusta, 2220;940,86;25,88
(11) 91284-9284;13/07/2025;Desconto;farmácia;Shopping Cidade São Paulo;-23.563.316.150.344.200;-46.652.475.745.472.100;Renner;Av. Paulista, 2230;786,49;236,41
(11) 98076-6289;20/07/2025;Cashback;esportivo;Parque Trianon;-23.564.094.515.509.100;-4.665.768.957.634.940;Smart Fit;Av. Paulista, 2006;989,48;49,47
(11) 97134-5655;19/07/2025;Produto;móveis;Calçada aleatória;-2.356.445.455.731.860;-4.664.958.993.771.970;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;146,65;3,27
(11) 95156-5589;26/07/2025;Cashback;esportivo;MASP;-2.356.092.050.968.590;-4.665.595.571.081.180;Pão de Açúcar;Rua Pamplona, 1704;200,83;10,04
(11) 97725-6499;19/07/2025;Desconto;eletrodoméstico;MASP;-2.356.124.103.291.100;-4.665.578.762.495.360;Pão de Açúcar;Rua Pamplona, 1704;153,94;28,19
(11) 94832-9063;19/07/2025;Produto;vestuário;MASP;-23.560.490.335.757.400;-4.665.554.512.752.650;Drogaria São Paulo;Av. Paulista, 1230;144,31;8,29
(11) 92673-5348;20/07/2025;Produto;móveis;Semáforo;-23.562.038.375.277.400;-46.654.286.662.132.100;Renner;Av. Paulista, 2230;441,52;24,13
(11) 98247-5300;20/07/2025;Cashback;restaurante;Shopping Cidade São Paulo;-23.563.638.933.896.000;-46.652.241.960.909.200;Ponto Frio;Rua da Consolação, 2303;971,06;48,55
(11) 94286-2454;26/07/2025;Desconto;vestuário;Shopping Pátio Paulista;-23.570.775.905.223.500;-4.664.607.767.611.280;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;637,11;127,43
(11) 98827-5106;20/07/2025;Produto;farmácia;Calçada aleatória;-23.564.193.971.865.200;-4.665.032.446.440.100;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;655,77;20,19
(11) 96749-1181;05/07/2025;Desconto;restaurante;Parque Trianon;-2.356.350.585.750.940;-46.656.734.508.072.900;Kalunga;Rua Augusta, 2220;699,96;347,56
(11) 99744-1639;20/07/2025;Cashback;mercado express;Parque Trianon;-23.564.014.391.792.300;-4.665.655.501.675.830;Drogaria São Paulo;Av. Paulista, 1230;538,21;26,91
(31) 92255-4995;05/07/2025;Produto;mercado express;Estação Consolação;-23.555.747.789.507.700;-466.618.763.852.604;Drogaria São Paulo;Av. Paulista, 1230;285,36;9,66
(11) 91747-5841;04/07/2025;Produto;esportivo;Calçada aleatória;-2.356.354.306.277.680;-46.649.838.326.986.800;Riachuelo;Av. Paulista, 2277;320,55;3,74
(11) 93525-1541;27/07/2025;Desconto;esportivo;Shopping Cidade São Paulo;-235.634.681.738.463;-4.665.236.010.160.340;Smart Fit;Av. Paulista, 2006;659,21;317,25
(11) 95852-1079;19/07/2025;Desconto;eletrodoméstico;MASP;-23.561.676.685.476.000;-4.665.629.583.991.920;Smart Fit;Av. Paulista, 2006;427,53;124,26
(11) 93805-5364;30/07/2025;Produto;outros;MASP;-2.356.113.614.673.570;-4.665.530.817.500.780;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;624,48;25,42
(11) 94033-7516;09/07/2025;Desconto;esportivo;Calçada aleatória;-23.564.419.570.272.100;-4.664.983.110.922.890;Ponto Frio;Rua da Consolação, 2303;888,75;119,78
(11) 92915-5200;20/07/2025;Desconto;outros;Calçada aleatória;-23.564.195.192.770.700;-4.665.014.613.761.510;Lojas Americanas;Av. Paulista, 2300;812,78;197,54
(11) 99737-8160;20/07/2025;Produto;outros;MASP;-23.561.591.718.177.200;-46.656.140.197.230.900;Drogaria São Paulo;Av. Paulista, 1230;332,54;10,8
(11) 97751-4022;12/07/2025;Produto;móveis;Parque Trianon;-23.563.997.443.511.600;-46.657.248.285.034.900;Havaianas;Av. Paulista, 2439;677,89;10,89
(11) 94423-4060;26/07/2025;Desconto;restaurante;Semáforo;-2.356.191.886.295.220;-4.665.401.507.143.280;Havaianas;Av. Paulista, 2439;850,98;174,36
(11) 95430-1570;26/07/2025;Desconto;móveis;Semáforo;-2.356.207.168.441.400;-4.665.427.226.909.860;Subway;Av. Paulista, 2026;805,86;384,38
(11) 99981-5211;27/07/2025;Desconto;móveis;Shopping Pátio Paulista;-2.357.072.203.139.910;-4.664.542.438.263.220;Riachuelo;Av. Paulista, 2277;495,76;89,31
(11) 91927-2821;31/07/2025;Cashback;vestuário;MASP;-23.561.263.724.843.700;-4.665.617.426.657.340;Subway;Av. Paulista, 2026;710,87;35,54
(11) 91803-8879;06/07/2025;Cashback;mercado express;Shopping Pátio Paulista;-2.357.051.920.030.830;-4.664.542.558.386.290;Riachuelo;Av. Paulista, 2277;960,54;48,03
(11) 93429-5120;13/07/2025;Cashback;vestuário;Calçada aleatória;-23.564.500.821.584.300;-4.664.983.699.194.220;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;156,48;7,82
(11) 91308-1139;19/07/2025;Produto;farmácia;Parque Trianon;-23.564.210.787.127.600;-4.665.682.782.039.940;Ponto Frio;Rua da Consolação, 2303;232,83;5,55
(11) 97084-8299;20/07/2025;Desconto;eletrodoméstico;Calçada aleatória;-23.564.228.977.746.900;-466.505.414.646.302;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;902,03;305,51
(11) 99639-8634;17/07/2025;Cashback;farmácia;Calçada aleatória;-23.564.488.262.731.300;-46.649.985.574.516;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;640,58;32,03
(11) 95578-8085;27/07/2025;Produto;restaurante;MASP;-23.561.336.083.249.400;-46.656.152.294.987.500;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;295,48;7,02
(11) 93478-8911;06/07/2025;Desconto;farmácia;MASP;-23.561.222.422.262.300;-4.665.637.945.601.860;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;886,48;412,88
(11) 91687-6066;26/07/2025;Produto;restaurante;Shopping Cidade São Paulo;-23.563.176.823.939.500;-46.652.666.304.859.900;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;666,55;37,04
(11) 91071-8425;13/07/2025;Produto;mercado express;Shopping Pátio Paulista;-2.357.074.455.083.230;-46.645.636.780.398.600;Pão de Açúcar;Rua Pamplona, 1704;229,16;2,88
(11) 98466-9010;13/07/2025;Cashback;farmácia;Shopping Pátio Paulista;-23.570.807.124.009.500;-4.664.576.636.666.320;Pão de Açúcar;Rua Pamplona, 1704;263,06;13,15
(11) 97395-6368;12/07/2025;Produto;vestuário;Semáforo;-23.561.698.112.157.200;-4.665.417.306.756.080;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;375,33;19,48
(21) 96567-8403;06/07/2025;Cashback;esportivo;Semáforo;-23.561.749.292.366.300;-466.543.389.120.564;Kalunga;Rua Augusta, 2220;158,28;7,91
(41) 95580-8333;26/07/2025;Produto;móveis;Semáforo;-23.561.841.058.746.600;-46.653.567.529.413.800;Subway;Av. Paulista, 2026;666,02;38,39
(71) 97161-8010;17/07/2025;Produto;vestuário;Calçada aleatória;-23.564.741.493.350.000;-4.665.023.906.857.660;Havaianas;Av. Paulista, 2439;605,79;32,54
(11) 98113-4506;12/07/2025;Desconto;mercado express;Calçada aleatória;-23.563.826.878.361.800;-4.665.006.091.361.580;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;271,6;89,8
(11) 93227-2142;26/07/2025;Desconto;esportivo;Semáforo;-2.356.188.865.623.790;-4.665.418.119.555.600;Subway;Av. Paulista, 2026;818,6;366,62
(11) 91297-5491;26/07/2025;Produto;outros;MASP;-23.561.388.023.063.700;-4.665.592.770.317.060;Kalunga;Rua Augusta, 2220;816,42;12,57
(11) 92419-8482;05/07/2025;Cashback;farmácia;Parque Trianon;-23.563.661.665.381.500;-4.665.692.267.374.700;Havaianas;Av. Paulista, 2439;922,41;46,12
(11) 93792-7934;16/07/2025;Desconto;vestuário;Estação Consolação;-23.555.669.719.201.300;-46.661.741.563.089.800;Drogaria São Paulo;Av. Paulista, 1230;898,39;103,78
